자치구,안심 주소,CCTV 용도,WGS x좌표,WGS y좌표,CCTV 수량,수정 일시
영등포구,국제금융로7길37여의도고등학교 뒷길,방범,37.5257964,126.9337164,1,2021-01-15
영등포구,서울특별시 영등포구 양평동2가 양산로 14 ,방범,37.52580033,126.8849874,1,2021-01-15
영등포구,서울특별시 영등포구 영등포동7가 버드나루로12길 4 천일빌딩,방범,37.52580886,126.9106695,1,2021-01-15
영등포구,서울특별시 영등포구 영등포동7가 국회대로 650 ,방범,37.5258949,126.906307,1,2021-01-15
영등포구,서울특별시 영등포구 양평동2가 선유서로25길 18 ,방범,37.52590455,126.883779,1,2021-01-15
영등포구,서울특별시 영등포구 당산동3가 당산로27길 7 ,방범,37.52594042,126.8951751,1,2021-01-15
영등포구,서울특별시 영등포구 영등포동7가 국회대로 650 ,방범,37.52595642,126.9063216,1,2021-01-15
영등포구,서울특별시 영등포구 양평동2가 선유서로25길 18 ,방범,37.52597145,126.8839285,1,2021-01-15
영등포구,여의대로6길 17공작APT A동 중간~파크원 사이 도로앞,방범,37.52597967,126.9297012,1,2021-01-15
영등포구,서울특별시 영등포구 양평동2가 선유서로25길 18 ,방범,37.52598563,126.8838088,1,2021-01-15
영등포구,서울특별시 영등포구 양평동3가 양산로 3 ,방범,37.52606432,126.8838266,1,2021-01-15
영등포구,서울특별시 영등포구 영등포동8가 영신로 220 KnK디지털타워,방범,37.52610866,126.9048551,1,2021-01-15
영등포구,서울특별시 영등포구 당산동 버드나루로 89 조인타운,방범,37.52611623,126.9080608,1,2021-01-15
영등포구,서울특별시 영등포구 영등포동8가 영중로 109 ,방범,37.52612555,126.9059716,1,2021-01-15
영등포구,서울특별시 영등포구 당산동 버드나루로 89 조인타운,방범,37.52614967,126.9081326,1,2021-01-15
영등포구,서울특별시 영등포구 영등포동8가 영신로 220 KnK디지털타워,방범,37.52616594,126.9049389,1,2021-01-15
영등포구,서울특별시 영등포구 영등포동8가 영신로 220 KnK디지털타워,방범,37.52616826,126.9048551,1,2021-01-15
영등포구,서울특별시 영등포구 당산동 버드나루로 89 조인타운,방범,37.52617834,126.9082164,1,2021-01-15
영등포구,서울특별시 영등포구 영등포동8가 영신로 220 KnK디지털타워,방범,37.52618251,126.9047847,1,2021-01-15
영등포구,서울특별시 영등포구 영등포동8가 영중로 109 ,방범,37.52619459,126.9058518,1,2021-01-15
영등포구,서울특별시 영등포구 영등포동8가 영중로 109 ,방범,37.52620656,126.9059206,1,2021-01-15
영등포구,서울특별시 영등포구 영등포동8가 영중로 109 ,방범,37.52622091,126.9059744,1,2021-01-15
영등포구,서울특별시 영등포구 양평동3가 선유서로32길 10 ,방범,37.52626099,126.8876222,1,2021-01-15
영등포구,서울특별시 영등포구 양평동3가 선유서로32길 10 ,방범,37.52629305,126.8874934,1,2021-01-15
영등포구,서울특별시 영등포구 양평동3가 양산로 9 ,방범,37.52638726,126.8842792,1,2021-01-15
영등포구,서울특별시 영등포구 양평동3가 선유서로31길 3 미디어 비즈 센타,방범,37.52642157,126.8851327,1,2021-01-15
영등포구,서울특별시 영등포구 양평동3가 선유서로 115 삼천리 아파트,방범,37.52644264,126.8864362,1,2021-01-15
영등포구,서울특별시 영등포구 양평동3가 선유서로31길 3 미디어 비즈 센타,방범,37.52649311,126.8851566,1,2021-01-15
영등포구,서울특별시 영등포구 양평동3가 선유서로 115 삼천리 아파트,방범,37.52651893,126.886448,1,2021-01-15
영등포구,서울특별시 영등포구 여의도동 의사당대로 26 더하우스소호,방범,37.52652579,126.9185118,1,2021-01-15
영등포구,서울특별시 영등포구 양평동3가 선유서로31길 3 미디어 비즈 센타,방범,37.52656256,126.8851718,1,2021-01-15
영등포구,서울특별시 영등포구 양평동3가 선유서로 115 삼천리 아파트,방범,37.52656321,126.8866291,1,2021-01-15
영등포구,서울특별시 영등포구 영등포동7가 버드나루로 88 인따르시아사옥,방범,37.52658482,126.9094579,1,2021-01-15
영등포구,서울특별시 영등포구 여의도동 의사당대로 26 더하우스소호,방범,37.52661967,126.9185892,1,2021-01-15
영등포구,서울특별시 영등포구 영등포동7가 버드나루로 88 인따르시아사옥,방범,37.52663964,126.9094368,1,2021-01-15
영등포구,서울특별시 영등포구 영등포동7가 버드나루로 88 인따르시아사옥,방범,37.52665876,126.9095057,1,2021-01-15
영등포구,서울특별시 영등포구 여의도동 의사당대로 26 더하우스소호,방범,37.52668159,126.9187759,1,2021-01-15
영등포구,서울특별시 영등포구 양평동3가 선유서로 115 삼천리 아파트,방범,37.5268367,126.8861361,1,2021-01-15
영등포구,서울특별시 영등포구 양평동3가 선유서로 115 삼천리 아파트,방범,37.52693397,126.886161,1,2021-01-15
영등포구,서울특별시 영등포구 당산동3가 당산로 134 ,방범,37.52696667,126.8978049,1,2021-01-15
영등포구,서울특별시 영등포구 양평동3가 선유서로31길 3 미디어 비즈 센타,방범,37.5269876,126.8854969,1,2021-01-15
영등포구,서울특별시 영등포구 양평동3가 선유서로31길 6 ,방범,37.52700687,126.885553,1,2021-01-15
영등포구,서울특별시 영등포구 당산동3가 국회대로 568 창빌딩,방범,37.52701456,126.8975173,1,2021-01-15
영등포구,서울특별시 영등포구 당산동3가 국회대로 568 창빌딩,방범,37.52711675,126.8975407,1,2021-01-15
영등포구,서울특별시 영등포구 당산동3가 국회대로 576 ,방범,37.52711978,126.8985186,1,2021-01-15
영등포구,서울특별시 영등포구 양평동3가 선유서로 127 ,방범,37.52724077,126.8866318,1,2021-01-15
영등포구,서울특별시 영등포구 양평동3가 선유서로 127 ,방범,37.52729318,126.886399,1,2021-01-15
영등포구,서울특별시 영등포구 양평동3가 선유서로34길 17 양평동 갤럭시 오피스텔,방범,37.52730487,126.8889961,1,2021-01-15
영등포구,서울특별시 영등포구 양평동3가 선유서로34길 17 양평동 갤럭시 오피스텔,방범,37.52732862,126.8888943,1,2021-01-15
영등포구,서울특별시 영등포구 양평동3가 선유서로34길 17 양평동 갤럭시 오피스텔,방범,37.52735119,126.8888165,1,2021-01-15
영등포구,서울특별시 영등포구 당산동4가 국회대로 587 파인 빌딩,방범,37.52757065,126.8995821,1,2021-01-15
영등포구,서울특별시 영등포구 영등포동8가 국회대로53길 17 ,방범,37.52761723,126.9065351,1,2021-01-15
영등포구,서울특별시 영등포구 당산동4가 국회대로 587 파인 빌딩,방범,37.52763863,126.8996284,1,2021-01-15
영등포구,서울특별시 영등포구 당산동 버드나루로14가길 19 ,방범,37.52779192,126.9096585,1,2021-01-15
영등포구,서울특별시 영등포구 당산동3가 국회대로28길 13 ,방범,37.52780563,126.8946482,1,2021-01-15
영등포구,서울특별시 영등포구 당산동4가 국회대로 587 파인 빌딩,방범,37.52781012,126.8994606,1,2021-01-15
영등포구,서울특별시 영등포구 당산동 버드나루로14가길 19 ,방범,37.52786341,126.9096255,1,2021-01-15
영등포구,서울특별시 영등포구 당산동3가 국회대로28길 13 ,방범,37.52790334,126.8946121,1,2021-01-15
영등포구,서울특별시 영등포구 영등포동8가 국회대로53길 17 ,방범,37.52791751,126.906427,1,2021-01-15
영등포구,서울특별시 영등포구 당산동 버드나루로14가길 19 ,방범,37.5279611,126.9095685,1,2021-01-15
영등포구,서울특별시 영등포구 영등포동8가 국회대로53길 17 ,방범,37.52797234,126.9064209,1,2021-01-15
영등포구,서울특별시 영등포구 영등포동8가 영중로42길 1 ,방범,37.52801763,126.9064178,1,2021-01-15
영등포구,서울특별시 영등포구 여의도동 의사당대로 13 국민은행여의도전산센터,방범,37.52814394,126.9183242,1,2021-01-15
영등포구,서울특별시 영등포구 당산동4가 당산로 160 ,방범,37.52819992,126.8984593,1,2021-01-15
영등포구,서울특별시 영등포구 여의도동 의사당대로 13 국민은행여의도전산센터,방범,37.52820265,126.9184952,1,2021-01-15
영등포구,서울특별시 영등포구 여의도동 의사당대로 13 국민은행여의도전산센터,방범,37.5282611,126.9183039,1,2021-01-15
영등포구,서울특별시 영등포구 양평동3가 선유로 165 와이피센터,방범,37.52836747,126.891113,1,2021-01-15
영등포구,서울특별시 영등포구 당산동4가 국회대로37길 9 대성빌딩,방범,37.52842776,126.8990065,1,2021-01-15
영등포구,서울특별시 영등포구 당산동 버드나루로 117 ,방범,37.52844198,126.9070608,1,2021-01-15
영등포구,서울특별시 영등포구 당산동4가 국회대로37길 9 대성빌딩,방범,37.52852156,126.8990771,1,2021-01-15
영등포구,서울특별시 영등포구 당산동 버드나루로 117 ,방범,37.52852332,126.9074139,1,2021-01-15
영등포구,서울특별시 영등포구 당산동4가 당산로 160 ,방범,37.5285742,126.898975,1,2021-01-15
영등포구,서울특별시 영등포구 당산동4가 국회대로37길 9 대성빌딩,방범,37.52862319,126.899765,1,2021-01-15
영등포구,서울특별시 영등포구 당산동4가 국회대로37길 9 대성빌딩,방범,37.52865632,126.8996708,1,2021-01-15
영등포구,서울특별시 영등포구 당산동4가 영신로 237 당산 롯데캐슬 프레스티지,방범,37.52866015,126.9039997,1,2021-01-15
영등포구,서울특별시 영등포구 당산동4가 국회대로37길 9 대성빌딩,방범,37.52869774,126.8995957,1,2021-01-15
영등포구,서울특별시 영등포구 당산동4가 국회대로37길 9 대성빌딩,방범,37.52874913,126.8997446,1,2021-01-15
영등포구,서울특별시 영등포구 영등포동8가 영신로 238 미소로,방범,37.52879387,126.9042689,1,2021-01-15
영등포구,서울특별시 영등포구 양평동3가 선유로 164 ,방범,37.52882795,126.8921963,1,2021-01-15
영등포구,서울특별시 영등포구 영등포동8가 영중로42길 1 ,방범,37.52884268,126.9067482,1,2021-01-15
영등포구,버드나루로 130강변래미안APT 311동 근처 삼거리앞,방범,37.52885649,126.9092099,1,2021-01-15
영등포구,서울특별시 영등포구 양평동3가 선유로 164 ,방범,37.52886541,126.8924908,1,2021-01-15
영등포구,서울특별시 영등포구 영등포동8가 영중로42길 1 ,방범,37.52893089,126.9067571,1,2021-01-15
영등포구,서울특별시 영등포구 양평동3가 선유로 164 ,방범,37.52894177,126.8923062,1,2021-01-15
영등포구,서울특별시 영등포구 당산동4가 국회대로 553 경인빌딩,방범,37.52894283,126.8967634,1,2021-01-15
영등포구,서울특별시 영등포구 여의도동 여의대로 128 ,방범,37.5289694,126.929912,1,2021-01-15
영등포구,버드나루로 130강변래미안APT 311동 근처 삼거리앞,방범,37.52899471,126.9091558,1,2021-01-15
영등포구,국회대로29길 10사거리앞,방범,37.52902923,126.8968331,1,2021-01-15
영등포구,서울특별시 영등포구 당산동4가 국회대로37길 25 로얄프라자,방범,37.52904404,126.9009627,1,2021-01-15
영등포구,여의동 84(마포대교 남단),방범,37.52909981,126.9298601,1,2021-01-15
영등포구,국회대로29길 10사거리앞,방범,37.52910275,126.8968942,1,2021-01-15
영등포구,서울특별시 영등포구 당산동4가 국회대로37길 25 로얄프라자,방범,37.52911541,126.900792,1,2021-01-15
영등포구,여의동 84(마포대교 남단),방범,37.52917748,126.9296302,1,2021-01-15
영등포구,서울특별시 영등포구 당산동4가 국회대로37길 25 로얄프라자,방범,37.52919157,126.9006452,1,2021-01-15
영등포구,여의동 84(마포대교 남단),방범,37.5292624,126.9300267,1,2021-01-15
영등포구,서울특별시 영등포구 당산동4가 당산로 164 ,방범,37.5293595,126.8982492,1,2021-01-15
영등포구,서울특별시 영등포구 당산동4가 당산로 164 ,방범,37.52938923,126.8981796,1,2021-01-15
영등포구,서울특별시 영등포구 당산동4가 당산로 164 ,방범,37.52941184,126.8981332,1,2021-01-15
영등포구,서울특별시 영등포구 당산동4가 당산로 176 청암빌딩,방범,37.52956628,126.899081,1,2021-01-15
영등포구,서울특별시 영등포구 당산동4가 당산로 176 청암빌딩,방범,37.52960502,126.8991103,1,2021-01-15
영등포구,양평동 482목동교하부 안양천 보행로,방범,37.5299873,126.8889315,1,2021-01-15
영등포구,양평동 482목동교하부 안양천 보행로,방범,37.53005338,126.8889672,1,2021-01-15
영등포구,서울특별시 영등포구 양평동3가 선유로 198 ,방범,37.53028996,126.8941757,1,2021-01-15
영등포구,서울특별시 영등포구 양평동3가 선유로 198 ,방범,37.5303331,126.8942181,1,2021-01-15
영등포구,서울특별시 영등포구 양평동3가 선유로 198 ,방범,37.5303567,126.8941636,1,2021-01-15
영등포구,선유로43가길 24거성파스텔APT 101동 뒷길 근처앞,방범,37.53044813,126.8916622,1,2021-01-15
영등포구,선유로43가길 24거성파스텔APT 101동 뒷길 근처앞,방범,37.53050776,126.8917011,1,2021-01-15
영등포구,서울특별시 영등포구 양평동3가 선유동2로 15 ,방범,37.53063227,126.8952295,1,2021-01-15
영등포구,영신로 259당산삼성래미안 423동~상아APT 4동 사잇길,방범,37.5307294,126.9034627,1,2021-01-15
영등포구,영신로 259당산삼성래미안 423동~상아APT 4동 사잇길,방범,37.53076243,126.9033126,1,2021-01-15
영등포구,서울특별시 영등포구 양평동3가 선유동2로 15 ,방범,37.53078986,126.895356,1,2021-01-15
영등포구,버드나루로22길 7,방범,37.53084676,126.9084223,1,2021-01-15
영등포구,서울특별시 영등포구 양평동3가 선유동2로 15 ,방범,37.53090911,126.8951515,1,2021-01-15
영등포구,버드나루로22길 7,방범,37.53093011,126.9083145,1,2021-01-15
영등포구,버드나루로22길 7,방범,37.53096355,126.9084072,1,2021-01-15
영등포구,서울특별시 영등포구 양평동3가 선유로43가길 24 거성파스텔아파트,방범,37.53120702,126.8923287,1,2021-01-15
영등포구,서울특별시 영등포구 양평동3가 선유로43가길 24 거성파스텔아파트,방범,37.53121736,126.8924261,1,2021-01-15
영등포구,서울특별시 영등포구 당산동4가 당산로41가길 7 당산2동 복합청사,방범,37.5316604,126.8975627,1,2021-01-15
영등포구,서울특별시 영등포구 당산동4가 당산로41가길 7 당산2동 복합청사,방범,37.53175107,126.8976553,1,2021-01-15
영등포구,서울특별시 영등포구 당산동4가 당산로41가길 7 당산2동 복합청사,방범,37.53182244,126.8974966,1,2021-01-15
영등포구,서울특별시 영등포구 당산동5가 선유동2로 46 유원제일2차아파트,방범,37.53223868,126.8972775,1,2021-01-15
영등포구,서울특별시 영등포구 당산동5가 선유동2로 46 유원제일2차아파트,방범,37.53228038,126.8972565,1,2021-01-15
영등포구,서울특별시 영등포구 당산동6가 당산로50가길 3 ,방범,37.53258518,126.9065928,1,2021-01-15
영등포구,서울특별시 영등포구 당산동6가 당산로50가길 3 ,방범,37.53262338,126.9066586,1,2021-01-15
영등포구,서울특별시 영등포구 당산동6가 당산로50가길 3 ,방범,37.53263525,126.9065957,1,2021-01-15
영등포구,서울특별시 영등포구 당산동6가 당산로50가길 3 ,방범,37.53269239,126.9065089,1,2021-01-15
영등포구,서울특별시 영등포구 양평동3가 선유로43가길 10 ,방범,37.53275794,126.8934661,1,2021-01-15
영등포구,서울특별시 영등포구 당산동5가 양평로 5 성원빌딩,방범,37.53277215,126.905423,1,2021-01-15
영등포구,서울특별시 영등포구 당산동5가 양평로 5 성원빌딩,방범,37.53280565,126.9055787,1,2021-01-15
영등포구,서울특별시 영등포구 양평동4가 선유로 226 ,방범,37.53293041,126.8951605,1,2021-01-15
영등포구,서울특별시 영등포구 당산동6가 양평로 12 정오빌딩,방범,37.53294626,126.9049952,1,2021-01-15
영등포구,서울특별시 영등포구 당산동6가 당산로50가길 3 ,방범,37.53297036,126.9061816,1,2021-01-15
영등포구,서울특별시 영등포구 당산동6가 양평로 20 ,방범,37.53301539,126.9049891,1,2021-01-15
영등포구,서울특별시 영등포구 당산동6가 양평로 20 ,방범,37.53303675,126.9048783,1,2021-01-15
영등포구,서울특별시 영등포구 양평동4가 선유로 228 화인빌딩,방범,37.53304174,126.8951736,1,2021-01-15
영등포구,서울특별시 영등포구 당산동6가 당산로46길 38 ,방범,37.53305292,126.9062615,1,2021-01-15
영등포구,의사당대로 1국회 제2어린이집 앞,어린이안전,37.5320209,126.9114653,1,2021-01-15
영등포구,서울특별시 영등포구 양평동4가 선유로 228 화인빌딩,방범,37.53305487,126.8954458,1,2021-01-15
영등포구,서울특별시 영등포구 당산동6가 당산로46길 27 ,방범,37.5330818,126.9059024,1,2021-01-15
영등포구,서울특별시 영등포구 당산동6가 당산로46길 27 ,방범,37.53309765,126.9057941,1,2021-01-15
영등포구,서울특별시 영등포구 당산동6가 양평로 20 ,방범,37.53309882,126.904983,1,2021-01-15
영등포구,서울특별시 영등포구 당산동6가 양평로 22 ,방범,37.53322849,126.9035621,1,2021-01-15
영등포구,서울특별시 영등포구 당산동6가 당산로46길 27 ,방범,37.53326239,126.9057572,1,2021-01-15
영등포구,서울특별시 영등포구 당산동6가 양평로 22 ,방범,37.53327763,126.9034855,1,2021-01-15
영등포구,서울특별시 영등포구 당산동6가 양평로 22 ,방범,37.53329985,126.9034237,1,2021-01-15
영등포구,서울특별시 영등포구 당산동6가 당산로46길 27 ,방범,37.53336144,126.9056812,1,2021-01-15
영등포구,서울특별시 영등포구 당산동6가 양평로 22 ,방범,37.53338678,126.9036914,1,2021-01-15
영등포구,서울특별시 영등포구 당산동6가 양평로 20 ,방범,37.53343677,126.9047717,1,2021-01-15
영등포구,서울특별시 영등포구 당산동6가 양평로 20 ,방범,37.53348441,126.90465,1,2021-01-15
영등포구,서울특별시 영등포구 당산동6가 양평로 22 ,방범,37.5335389,126.9034557,1,2021-01-15
영등포구,서울특별시 영등포구 양평동4가 선유로 227 선유고등학교,방범,37.53354037,126.8940525,1,2021-01-15
영등포구,서울특별시 영등포구 당산동6가 당산로46길 27 ,방범,37.53356378,126.9051032,1,2021-01-15
영등포구,서울특별시 영등포구 당산동6가 양평로 20 ,방범,37.53356883,126.9047279,1,2021-01-15
영등포구,서울특별시 영등포구 당산동6가 양평로 22 ,방범,37.5335775,126.9033718,1,2021-01-15
영등포구,서울특별시 영등포구 당산동6가 당산로46길 27 ,방범,37.53364675,126.9059622,1,2021-01-15
영등포구,서울특별시 영등포구 당산동6가 당산로46길 27 ,방범,37.53364932,126.9051031,1,2021-01-15
영등포구,서울특별시 영등포구 양평동4가 선유로 227 선유고등학교,방범,37.53369307,126.8941959,1,2021-01-15
영등포구,서울특별시 영등포구 당산동6가 당산로46길 27 ,방범,37.5337492,126.9058888,1,2021-01-15
영등포구,서울특별시 영등포구 당산동6가 양평로 22 ,방범,37.5337713,126.9039346,1,2021-01-15
영등포구,서울특별시 영등포구 당산동6가 양평로 22 ,방범,37.53380999,126.9038771,1,2021-01-15
영등포구,서울특별시 영등포구 당산동6가 양평로 22 ,방범,37.53386416,126.903808,1,2021-01-15
영등포구,서울특별시 영등포구 당산동5가 당산로 222 당산디오빌,방범,37.53393366,126.9023567,1,2021-01-15
영등포구,서울특별시 영등포구 당산동5가 당산로 222 당산디오빌,방범,37.53397427,126.902454,1,2021-01-15
영등포구,서울특별시 영등포구 당산동6가 당산로50길 7 금호주택,방범,37.53403938,126.9044466,1,2021-01-15
영등포구,서울특별시 영등포구 당산동6가 당산로 229 당산역,방범,37.53403983,126.9024614,1,2021-01-15
영등포구,서울특별시 영등포구 당산동6가 당산로 242 ,방범,37.53407068,126.9030897,1,2021-01-15
영등포구,서울특별시 영등포구 당산동6가 당산로50길 7 금호주택,방범,37.53407743,126.9044006,1,2021-01-15
영등포구,서울특별시 영등포구 당산동6가 당산로 242 ,방범,37.53415178,126.9039867,1,2021-01-15
영등포구,서울특별시 영등포구 당산동6가 당산로 229 당산역,방범,37.53427778,126.9027302,1,2021-01-15
영등포구,서울특별시 영등포구 당산동6가 당산로 242 ,방범,37.53428695,126.903314,1,2021-01-15
영등포구,서울특별시 영등포구 당산동6가 당산로 242 ,방범,37.53429441,126.9034841,1,2021-01-15
영등포구,서울특별시 영등포구 당산동6가 당산로 242 ,방범,37.53430919,126.9036427,1,2021-01-15
영등포구,서울특별시 영등포구 당산동5가 양평로 45 구두수선대51,방범,37.5343098,126.9017627,1,2021-01-15
영등포구,서울특별시 영등포구 당산동6가 당산로52길 21 ,방범,37.53432269,126.9050708,1,2021-01-15
영등포구,서울특별시 영등포구 당산동5가 양평로 45 구두수선대51,방범,37.53435488,126.9018685,1,2021-01-15
영등포구,서울특별시 영등포구 당산동5가 양평로 45 구두수선대51,방범,37.53439137,126.9017861,1,2021-01-15
영등포구,서울특별시 영등포구 당산동6가 당산로52길 21 ,방범,37.5343994,126.9050699,1,2021-01-15
영등포구,서울특별시 영등포구 당산동6가 당산로 229 당산역,방범,37.53449572,126.9021379,1,2021-01-15
영등포구,서울특별시 영등포구 당산동6가 당산로 229 당산역,방범,37.53455013,126.9021885,1,2021-01-15
영등포구,서울특별시 영등포구 당산동6가 당산로 242 ,방범,37.53472058,126.9034723,1,2021-01-15
영등포구,서울특별시 영등포구 당산동6가 당산로 242 ,방범,37.53477551,126.9035799,1,2021-01-15
영등포구,서울특별시 영등포구 당산동5가 양평로 45 구두수선대51,방범,37.53478782,126.9017138,1,2021-01-15
영등포구,서울특별시 영등포구 당산동6가 당산로50길 7 금호주택,방범,37.53482282,126.9046742,1,2021-01-15
영등포구,서울특별시 영등포구 당산동6가 당산로50길 7 금호주택,방범,37.53490378,126.9045618,1,2021-01-15
영등포구,서울특별시 영등포구 당산동5가 양평로 51 ,방범,37.53490464,126.9000557,1,2021-01-15
영등포구,서울특별시 영등포구 당산동5가 양평로 51 ,방범,37.53490949,126.9001492,1,2021-01-15
영등포구,서울특별시 영등포구 영등포동2가 국회대로54길 41 경문빌딩,방범,37.52113835,126.9092525,1,2021-01-15
영등포구,서울특별시 영등포구 당산동5가 양평로 51 ,방범,37.53499262,126.900177,1,2021-01-15
영등포구,서울특별시 영등포구 당산동6가 당산로 246 뷰티플타워,방범,37.53502068,126.9039868,1,2021-01-15
영등포구,당산로50길 7-3한강공원지하입구 사거리앞,방범,37.53506128,126.9040706,1,2021-01-15
영등포구,당산로50길 7-3한강공원지하입구 사거리앞,방범,37.53506613,126.9041924,1,2021-01-15
영등포구,서울특별시 영등포구 당산동6가 당산로 246 뷰티플타워,방범,37.53514221,126.9039298,1,2021-01-15
영등포구,당산로50길 7-3한강공원지하입구 사거리앞,방범,37.53515423,126.9040405,1,2021-01-15
영등포구,서울특별시 영등포구 당산동6가 선유로52길 17 코아스빌딩,방범,37.5353094,126.9002222,1,2021-01-15
영등포구,서울특별시 영등포구 양평동4가 선유로47길 14 ,방범,37.53541518,126.8955591,1,2021-01-15
영등포구,서울특별시 영등포구 양평동4가 선유로47길 14 ,방범,37.53544623,126.8956897,1,2021-01-15
영등포구,서울특별시 영등포구 당산동6가 당산로 241 유니언타운,방범,37.53550214,126.9022565,1,2021-01-15
영등포구,서울특별시 영등포구 양평동4가 선유로47길 14 ,방범,37.53553887,126.8955154,1,2021-01-15
영등포구,서울특별시 영등포구 당산동6가 당산로 241 유니언타운,방범,37.5355737,126.9023043,1,2021-01-15
영등포구,서울특별시 영등포구 당산동6가 당산로 241 유니언타운,방범,37.53562129,126.9022025,1,2021-01-15
영등포구,서울특별시 영등포구 당산동6가 당산로 246 뷰티플타워,방범,37.5357147,126.9030815,1,2021-01-15
영등포구,서울특별시 영등포구 당산동6가 당산로 241 유니언타운,방범,37.53575876,126.9029983,1,2021-01-15
영등포구,서울특별시 영등포구 양평동4가 양평로 93 양화빌딩,방범,37.53608894,126.8963213,1,2021-01-15
영등포구,서울특별시 영등포구 당산동6가 선유로54길 9 ,방범,37.5361135,126.8996186,1,2021-01-15
영등포구,서울특별시 영등포구 당산동6가 선유로54길 9 ,방범,37.53613252,126.8995587,1,2021-01-15
영등포구,서울특별시 영등포구 양평동4가 양평로 93 양화빌딩,방범,37.53616544,126.8961306,1,2021-01-15
영등포구,서울특별시 영등포구 당산동6가 선유로54길 9 ,방범,37.53617061,126.8994943,1,2021-01-15
영등포구,서울특별시 영등포구 당산동6가 당산로49길 12 ,방범,37.53623572,126.9011414,1,2021-01-15
영등포구,서울특별시 영등포구 양평동4가 양평로 93 양화빌딩,방범,37.53623972,126.896028,1,2021-01-15
영등포구,서울특별시 영등포구 당산동6가 당산로49길 12 ,방범,37.53626724,126.9012606,1,2021-01-15
영등포구,서울특별시 영등포구 당산동6가 선유로54길 9 ,방범,37.53631105,126.8992561,1,2021-01-15
영등포구,서울특별시 영등포구 당산동6가 당산로49길 12 ,방범,37.53633464,126.9011263,1,2021-01-15
영등포구,서울특별시 영등포구 당산동6가 당산로49길 12 ,방범,37.53637765,126.9012475,1,2021-01-15
영등포구,서울특별시 영등포구 양평동4가 선유로 265 ,방범,37.53650839,126.8978373,1,2021-01-15
영등포구,서울특별시 영등포구 당산동6가 당산로49길 12 ,방범,37.53662785,126.9015549,1,2021-01-15
영등포구,서울특별시 영등포구 당산동6가 당산로49길 12 ,방범,37.53668493,126.9014324,1,2021-01-15
영등포구,서울특별시 영등포구 양평동5가 양평로21나길 12 위너스하임,방범,37.53671151,126.8917745,1,2021-01-15
영등포구,서울특별시 영등포구 양평동4가 선유로49길 23 선유도역2차 아이에스비즈타워,방범,37.53672824,126.8949905,1,2021-01-15
영등포구,서울특별시 영등포구 양평동5가 양평로21나길 12 위너스하임,방범,37.53676409,126.8919181,1,2021-01-15
영등포구,서울특별시 영등포구 양평동4가 선유로49길 23 선유도역2차 아이에스비즈타워,방범,37.5367846,126.8948975,1,2021-01-15
영등포구,서울특별시 영등포구 양평동4가 선유로49길 23 선유도역2차 아이에스비즈타워,방범,37.53682143,126.8947881,1,2021-01-15
영등포구,서울특별시 영등포구 양평동4가 선유로49길 23 선유도역2차 아이에스비즈타워,방범,37.5368637,126.8949673,1,2021-01-15
영등포구,서울특별시 영등포구 양평동4가 선유로 277 ,방범,37.53719957,126.8984458,1,2021-01-15
영등포구,서울특별시 영등포구 양평동4가 선유로 277 한강스카이빌,방범,37.53733488,126.8971797,1,2021-01-15
영등포구,서울특별시 영등포구 양평동4가 선유로 277 ,방범,37.53737598,126.8984184,1,2021-01-15
영등포구,서울특별시 영등포구 양평동4가 선유로 277 한강스카이빌,방범,37.53740573,126.8970722,1,2021-01-15
영등포구,서울특별시 영등포구 양평동4가 선유로 277 한강스카이빌,방범,37.537452,126.8971177,1,2021-01-15
영등포구,서울특별시 영등포구 양평동4가 양평로 104 ,방범,37.53754697,126.895449,1,2021-01-15
영등포구,서울특별시 영등포구 양평동4가 양평로 104 ,방범,37.53763782,126.8955721,1,2021-01-15
영등포구,서울특별시 영등포구 양평동4가 선유로 277 한강스카이빌,방범,37.53769833,126.897454,1,2021-01-15
영등포구,서울특별시 영등포구 양평동4가 양평로 104 ,방범,37.53770628,126.8953935,1,2021-01-15
영등포구,서울특별시 영등포구 양평동4가 양평로 104 ,방범,37.5377159,126.8956724,1,2021-01-15
영등포구,서울특별시 영등포구 양평동5가 양평로21가길 6 ,방범,37.53798024,126.8922062,1,2021-01-15
영등포구,서울특별시 영등포구 양평동4가 선유로53길 16 ,방범,37.53803279,126.8977121,1,2021-01-15
영등포구,서울특별시 영등포구 양평동5가 양평로 133 ,방범,37.53807171,126.8922942,1,2021-01-15
영등포구,서울특별시 영등포구 양평동4가 선유로53길 16 ,방범,37.5380901,126.8976217,1,2021-01-15
영등포구,서울특별시 영등포구 양평동5가 양평로 133 ,방범,37.53816098,126.8921513,1,2021-01-15
영등포구,서울특별시 영등포구 양평동5가 양평로 133 ,방범,37.53819094,126.8923841,1,2021-01-15
영등포구,서울특별시 영등포구 양평동4가 선유로51길 33 ,방범,37.53827958,126.89409,1,2021-01-15
영등포구,서울특별시 영등포구 양평동4가 선유로51길 33 ,방범,37.53838398,126.8940541,1,2021-01-15
영등포구,서울특별시 영등포구 양평동4가 선유로51길 33 ,방범,37.53839216,126.8941943,1,2021-01-15
영등포구,서울특별시 영등포구 양평동5가 양평로 133 ,방범,37.53851506,126.892806,1,2021-01-15
영등포구,서울특별시 영등포구 양평동5가 양평로 133 ,방범,37.53859829,126.8926243,1,2021-01-15
