,자치구,안심 주소,CCTV 용도,WGS x좌표,WGS y좌표,CCTV 수량,수정 일시,geometry,outlier
8180,성북구,서울특별시 성북구 정릉동 솔샘로16길 31 ,방범,37.61083636,127.006767,3,2021-01-27,POINT (127.006767 37.61083636),1
8181,성북구,서울특별시 성북구 정릉동 보국문로14길 25 ,방범,37.610862,127.011512,2,2021-01-27,POINT (127.011512 37.610862),1
8182,성북구,서울특별시 성북구 정릉동 보국문로17길 18 홍우빌리지,방범,37.61093621,127.0079139,3,2021-01-27,POINT (127.0079139 37.61093621),1
8183,성북구,서울특별시 성북구 장위동 돌곶이로25길 40 드림아트빌,방범,37.61093768,127.0538935,3,2021-01-27,POINT (127.0538935 37.61093768),1
8184,성북구,서울특별시 성북구 장위동 화랑로 241 조정신산부인과,방범,37.61094104,127.0563456,3,2021-01-27,POINT (127.0563456 37.61094104),1
8185,성북구,서울특별시 성북구 석관동 한천로68길 51 석관동삼성아파트,방범,37.610948,127.065974,4,2021-01-27,POINT (127.065974 37.610948),1
8186,성북구,서울특별시 성북구 정릉동 서경로 77 스마트빌,방범,37.610997,127.014639,4,2021-01-27,POINT (127.014639 37.610997),1
8187,성북구,서울특별시 성북구 석관동 한천로 578 ,방범,37.611009,127.06244,5,2021-01-27,POINT (127.06244 37.611009),1
8188,성북구,서울특별시 성북구 정릉동 솔샘로 41 ,방범,37.6110107,127.0050088,4,2021-01-27,POINT (127.0050088 37.6110107),1
8189,성북구,서울특별시 성북구 길음동 도봉로3길 22 ,방범,37.61103747,127.0284809,3,2021-01-27,POINT (127.0284809 37.61103747),1
8190,성북구,서울특별시 성북구 정릉동 솔샘로15길 64 ,방범,37.61103759,127.0015692,3,2021-01-27,POINT (127.0015692 37.61103759),1
8191,성북구,서울특별시 성북구 장위동 장월로11길 25 ,방범,37.61104634,127.0478274,3,2021-01-27,POINT (127.0478274 37.61104634),1
8192,성북구,서울특별시 성북구 정릉동 솔샘로11길 40 ,방범,37.6110468,127.0033468,4,2021-01-27,POINT (127.0033468 37.6110468),1
8193,성북구,서울특별시 성북구 길음동 도봉로3길 22 ,방범,37.61107834,127.0288829,2,2021-01-27,POINT (127.0288829 37.61107834),1
8194,성북구,서울특별시 성북구 정릉동 보국문로16가길 34 성신빌라,방범,37.61107996,127.0125829,3,2021-01-27,POINT (127.0125829 37.61107996),1
8195,성북구,서울특별시 성북구 석관동 한천로76길 41 석관동 신생중앙교회,방범,37.611114,127.065845,3,2021-01-27,POINT (127.065845 37.611114),1
8196,성북구,서울특별시 성북구 정릉동 서경로 91 청구아파트,방범,37.61111412,127.0130703,3,2021-01-27,POINT (127.0130703 37.61111412),1
8197,성북구,C0270 월곡1동 화랑로13가길 110(하월곡동 산2-1)  고정1,방범,37.61111421,127.0405519,3,2021-01-27,POINT (127.0405519 37.61111421),1
8198,성북구,서울특별시 성북구 장위동 장월로11길 39 ,방범,37.61112704,127.0468289,3,2021-01-27,POINT (127.0468289 37.61112704),1
8199,성북구,서울특별시 성북구 장위동 화랑로 241 ,방범,37.61115093,127.0554793,3,2021-01-27,POINT (127.0554793 37.61115093),1
8200,성북구,서울특별시 성북구 정릉동 솔샘로11길 10 ,방범,37.61123822,127.0044482,3,2021-01-27,POINT (127.0044482 37.61123822),1
8201,성북구,서울특별시 성북구 정릉동 보국문로16가길 10 현대하이츠빌라,방범,37.61126038,127.0103121,2,2021-01-27,POINT (127.0103121 37.61126038),1
8202,성북구,서울특별시 성북구 정릉동 솔샘로14가길 1 ,방범,37.61126078,127.0065118,2,2021-01-27,POINT (127.0065118 37.61126078),1
8203,성북구,서울특별시 성북구 석관동 한천로76가길 2 상진빌딩,방범,37.611265,127.064299,4,2021-01-27,POINT (127.064299 37.611265),1
8204,성북구,서울특별시 성북구 정릉동 솔샘로14가길 1 ,방범,37.61131324,127.0062601,1,2021-01-27,POINT (127.0062601 37.61131324),1
8205,성북구,서울특별시 성북구 정릉동 보국문로16길 24 ,방범,37.61135508,127.0091824,3,2021-01-27,POINT (127.0091824 37.61135508),1
8206,성북구,서울특별시 성북구 장위동 화랑로 241 ,방범,37.61135563,127.0560769,3,2021-01-27,POINT (127.0560769 37.61135563),1
8207,성북구,서울특별시 성북구 정릉동 솔샘로11길 39 ,방범,37.61137118,127.0023048,3,2021-01-27,POINT (127.0023048 37.61137118),1
8208,성북구,서울특별시 성북구 길음동 숭인로 4 ,방범,37.61138963,127.0230741,2,2021-01-27,POINT (127.0230741 37.61138963),1
8209,성북구,서울특별시 성북구 정릉동 솔샘로11길 39 ,방범,37.61141171,127.0029277,3,2021-01-27,POINT (127.0029277 37.61141171),1
8210,성북구,서울특별시 성북구 정릉동 보국문로16가길 34 성신빌라,방범,37.61141335,127.0123508,3,2021-01-27,POINT (127.0123508 37.61141335),1
8211,성북구,서울특별시 성북구 정릉동 보국문로16가길 23 하나빌라,방범,37.61142473,127.0111899,3,2021-01-27,POINT (127.0111899 37.61142473),1
8212,성북구,서울특별시 성북구 석관동 한천로76나길 18 ,방범,37.61142827,127.0662478,2,2021-01-27,POINT (127.0662478 37.61142827),1
8213,성북구,서울특별시 성북구 길음동 도봉로3길 22 ,방범,37.61145243,127.0284859,1,2021-01-27,POINT (127.0284859 37.61145243),1
8214,성북구,서울특별시 성북구 장위동 장월로10길 11 금강빌라,방범,37.611471,127.049014,3,2021-01-27,POINT (127.049014 37.611471),1
8215,성북구,서울특별시 성북구 정릉동 보국문로 75 대영빌딩,방범,37.61147678,127.0082933,3,2021-01-27,POINT (127.0082933 37.61147678),1
8216,성북구,서울특별시 성북구 석관동 한천로79길 12 ,방범,37.61149098,127.0602712,3,2021-01-27,POINT (127.0602712 37.61149098),1
8217,성북구,서울특별시 성북구 길음동 도봉로 23 ,방범,37.61151845,127.0294103,3,2021-01-27,POINT (127.0294103 37.61151845),1
8218,성북구,서울특별시 성북구 정릉동 보국문로 87 ,방범,37.6115647,127.0070673,2,2021-01-27,POINT (127.0070673 37.6115647),1
8219,성북구,서울특별시 성북구 정릉동 보국문로16가길 34 성신빌라,방범,37.61159827,127.0121252,4,2021-01-27,POINT (127.0121252 37.61159827),1
8220,성북구,서울특별시 성북구 정릉동 솔샘로11길 40 ,방범,37.6116144,127.0039697,4,2021-01-27,POINT (127.0039697 37.6116144),1
8221,성북구,서울특별시 성북구 석관동 한천로76길 11 석관1치안센터,방범,37.611651,127.063727,2,2021-01-27,POINT (127.063727 37.611651),1
8222,성북구,서울특별시 성북구 장위동 장위로24길 42 ,방범,37.61171854,127.0449353,3,2021-01-27,POINT (127.0449353 37.61171854),1
8223,성북구,서울특별시 성북구 장위동 화랑로 241 ,방범,37.61171931,127.0568558,3,2021-01-27,POINT (127.0568558 37.61171931),1
8224,성북구,서울특별시 성북구 장위동 장월로11길 25 ,방범,37.611722,127.047255,4,2021-01-27,POINT (127.047255 37.611722),1
8225,성북구,서울특별시 성북구 석관동 한천로76길 11 석관1치안센터,방범,37.611755,127.06331,3,2021-01-27,POINT (127.06331 37.611755),1
8226,성북구,서울특별시 성북구 하월곡동 장위로4길 49 ,방범,37.61177916,127.0391592,3,2021-01-27,POINT (127.0391592 37.61177916),1
8227,성북구,서울특별시 성북구 하월곡동 장위로4길 49 ,방범,37.6117829,127.0396901,2,2021-01-27,POINT (127.0396901 37.6117829),1
8228,성북구,서울특별시 성북구 정릉동 보국문로16가길 10 현대하이츠빌라,방범,37.611788,127.010664,4,2021-01-27,POINT (127.010664 37.611788),1
8229,성북구,서울특별시 성북구 정릉동 서경로 91 청구아파트,방범,37.61180962,127.0138487,3,2021-01-27,POINT (127.0138487 37.61180962),1
8230,성북구,서울특별시 성북구 장위동 돌곶이로27길 52 ,방범,37.61182855,127.0523198,3,2021-01-27,POINT (127.0523198 37.61182855),1
8231,성북구,서울특별시 성북구 석관동 한천로 581 ,방범,37.61185763,127.0611855,3,2021-01-27,POINT (127.0611855 37.61185763),1
8232,성북구,서울특별시 성북구 정릉동 보국문로 87 ,방범,37.611868,127.007619,3,2021-01-27,POINT (127.007619 37.611868),1
8233,성북구,서울특별시 성북구 정릉동 솔샘로11길 10 ,방범,37.61194098,127.0047286,3,2021-01-27,POINT (127.0047286 37.61194098),1
8234,성북구,서울특별시 성북구 정릉동 솔샘로11길 40 ,방범,37.6119703,127.0038451,3,2021-01-27,POINT (127.0038451 37.6119703),1
8235,성북구,C0615 장위1동 장위로4길 70  고정1,방범,37.611978,127.04065,4,2021-01-27,POINT (127.04065 37.611978),1
8236,성북구,서울특별시 성북구 장위동 장위로16길 53 ,방범,37.61199687,127.0414471,3,2021-01-27,POINT (127.0414471 37.61199687),1
8237,성북구,서울특별시 성북구 장위동 장월로11길 17 ,방범,37.612017,127.047491,3,2021-01-27,POINT (127.047491 37.612017),1
8238,성북구,서울특별시 성북구 석관동 한천로76나길 17 ,방범,37.61202195,127.0655883,3,2021-01-27,POINT (127.0655883 37.61202195),1
8239,성북구,서울특별시 성북구 정릉동 솔샘로15가길 10 ,방범,37.61205366,127.0031203,3,2021-01-27,POINT (127.0031203 37.61205366),1
8240,성북구,서울특별시 성북구 석관동 한천로 591 ,방범,37.612057,127.061575,3,2021-01-27,POINT (127.061575 37.612057),1
8241,성북구,서울특별시 성북구 정릉동 솔샘로 64 ,방범,37.61205804,127.0061953,3,2021-01-27,POINT (127.0061953 37.61205804),1
8242,성북구,서울특별시 성북구 장위동 돌곶이로26길 19 ,방범,37.61209818,127.0576517,3,2021-01-27,POINT (127.0576517 37.61209818),1
8243,성북구,서울특별시 성북구 장위동 장위로 6 ,방범,37.61212881,127.0388666,3,2021-01-27,POINT (127.0388666 37.61212881),1
8244,성북구,서울특별시 성북구 장위동 장위로16길 35 ,방범,37.61215872,127.0438017,3,2021-01-27,POINT (127.0438017 37.61215872),1
8245,성북구,서울특별시 성북구 정릉동 보국문로16가길 56 대림화이트빌,방범,37.61216515,127.0127182,3,2021-01-27,POINT (127.0127182 37.61216515),1
8246,성북구,서울특별시 성북구 장위동 장위로16길 35 ,방범,37.61219105,127.0433837,2,2021-01-27,POINT (127.0433837 37.61219105),1
8247,성북구,서울특별시 성북구 정릉동 솔샘로 64 ,방범,37.612193,127.006696,2,2021-01-27,POINT (127.006696 37.612193),1
8248,성북구,서울특별시 성북구 장위동 화랑로 271 장위동 동원베네스트,방범,37.61226007,127.0582408,3,2021-01-27,POINT (127.0582408 37.61226007),1
8249,성북구,서울특별시 성북구 정릉동 길음로15가길 43 ,방범,37.61226685,127.0140074,3,2021-01-27,POINT (127.0140074 37.61226685),1
8250,성북구,서울특별시 성북구 정릉동 솔샘로15가길 4 ,방범,37.61226759,127.004655,2,2021-01-27,POINT (127.004655 37.61226759),1
8251,성북구,서울특별시 성북구 길음동 길음로 118 길음뉴타운,방범,37.612274,127.017669,5,2021-01-27,POINT (127.017669 37.612274),1
8252,성북구,서울특별시 성북구 석관동 한천로76나길 17 ,방범,37.61229443,127.0657358,3,2021-01-27,POINT (127.0657358 37.61229443),1
8253,성북구,서울특별시 성북구 장위동 장월로11길 37 ,방범,37.61236018,127.0468331,3,2021-01-27,POINT (127.0468331 37.61236018),1
8254,성북구,서울특별시 성북구 장위동 장위로10길 20 ,방범,37.61236674,127.0397106,3,2021-01-27,POINT (127.0397106 37.61236674),1
8255,성북구,서울특별시 성북구 정릉동 보국문로16가길 21 제일빌라2차,방범,37.61241575,127.0119291,3,2021-01-27,POINT (127.0119291 37.61241575),1
8256,성북구,서울특별시 성북구 장위동 돌곶이로27나길 26 ,방범,37.61244951,127.0529631,3,2021-01-27,POINT (127.0529631 37.61244951),1
8257,성북구,서울특별시 성북구 석관동 한천로80길 17 ,방범,37.61246252,127.0631479,3,2021-01-27,POINT (127.0631479 37.61246252),1
8258,성북구,서울특별시 성북구 정릉동 솔샘로 74 ,방범,37.61249047,127.0070504,3,2021-01-27,POINT (127.0070504 37.61249047),1
8259,성북구,서울특별시 성북구 장위동 장위로16길 23 ,방범,37.6125001,127.0422726,4,2021-01-27,POINT (127.0422726 37.6125001),1
8260,성북구,서울특별시 성북구 장위동 장위로16길 23 ,방범,37.612515,127.041146,3,2021-01-27,POINT (127.041146 37.612515),1
8261,성북구,서울특별시 성북구 장위동 장위로 6 ,방범,37.61253553,127.0384382,3,2021-01-27,POINT (127.0384382 37.61253553),1
8262,성북구,서울특별시 성북구 정릉동 정릉로9나길 20 ,방범,37.61254248,126.9992355,3,2021-01-27,POINT (126.9992355 37.61254248),1
8263,성북구,서울특별시 성북구 장위동 화랑로 275 SLI빌딩,방범,37.612567,127.059206,3,2021-01-27,POINT (127.059206 37.612567),1
8264,성북구,서울특별시 성북구 석관동 한천로76길 33 ,방범,37.61260158,127.064258,3,2021-01-27,POINT (127.064258 37.61260158),1
8265,성북구,서울특별시 성북구 석관동 한천로80길 17 ,방범,37.61263113,127.0637654,3,2021-01-27,POINT (127.0637654 37.61263113),1
8266,성북구,서울특별시 성북구 장위동 장위로16길 23 ,방범,37.612646,127.041665,4,2021-01-27,POINT (127.041665 37.612646),1
8267,성북구,서울특별시 성북구 장위동 장위로16길 35 ,방범,37.6126767,127.0438341,4,2021-01-27,POINT (127.0438341 37.6126767),1
8268,성북구,T0013 석관동 375-3 고정1,방범,37.6127043,127.0707867,3,2021-01-27,POINT (127.0707867 37.6127043),1
8269,성북구,서울특별시 성북구 장위동 장위로10길 20 ,방범,37.61271525,127.0392489,3,2021-01-27,POINT (127.0392489 37.61271525),1
8270,성북구,서울특별시 성북구 정릉동 솔샘로 64 ,방범,37.6127332,127.006484,3,2021-01-27,POINT (127.006484 37.6127332),1
8271,성북구,서울특별시 성북구 정릉동 보국문로16가길 56 대림화이트빌,방범,37.61274079,127.0127166,3,2021-01-27,POINT (127.0127166 37.61274079),1
8272,성북구,서울특별시 성북구 정릉동 보국문로16가길 1 ,방범,37.61274931,127.0097913,3,2021-01-27,POINT (127.0097913 37.61274931),1
8273,성북구,서울특별시 성북구 장위동 장월로11길 60 ,방범,37.6128062,127.0456778,3,2021-01-27,POINT (127.0456778 37.6128062),1
8274,성북구,서울특별시 성북구 석관동 한천로76길 33 ,방범,37.61283,127.064865,3,2021-01-27,POINT (127.064865 37.61283),1
8275,성북구,서울특별시 성북구 정릉동 보국문로 86 ,방범,37.61285575,127.0089161,2,2021-01-27,POINT (127.0089161 37.61285575),1
8276,성북구,서울특별시 성북구 장위동 장위로16길 23 ,방범,37.612927,127.041659,4,2021-01-27,POINT (127.041659 37.612927),1
8277,성북구,서울특별시 성북구 장위동 장위로 6 ,방범,37.612937,127.038996,4,2021-01-27,POINT (127.038996 37.612937),1
8278,성북구,서울특별시 성북구 석관동 한천로58길 464 ,방범,37.61301934,127.0655089,3,2021-01-27,POINT (127.0655089 37.61301934),1
8279,성북구,서울특별시 성북구 장위동 화랑로 299 석계역 한일노벨리아시티,방범,37.613033,127.061669,3,2021-01-27,POINT (127.061669 37.613033),1
8280,성북구,서울특별시 성북구 정릉동 보국문로 113 ,방범,37.613097,127.005077,3,2021-01-27,POINT (127.005077 37.613097),1
8281,성북구,서울특별시 성북구 장위동 장위로 65 동신장여관,방범,37.61310824,127.0446252,3,2021-01-27,POINT (127.0446252 37.61310824),1
8282,성북구,서울특별시 성북구 장위동 장월로 89 덕신맨션,방범,37.6131232,127.04725,4,2021-01-27,POINT (127.04725 37.6131232),1
8283,성북구,서울특별시 성북구 정릉동 보국문로16길 67 현대빌라,방범,37.61313169,127.0095864,3,2021-01-27,POINT (127.0095864 37.61313169),1
8284,성북구,서울특별시 성북구 장위동 돌곶이로 125 ,방범,37.61314348,127.0534381,3,2021-01-27,POINT (127.0534381 37.61314348),1
8285,성북구,서울특별시 성북구 정릉동 솔샘로 71 ,방범,37.61323376,127.0074299,3,2021-01-27,POINT (127.0074299 37.61323376),1
8286,성북구,서울특별시 성북구 장위동 화랑로 305 ,방범,37.61324134,127.0627454,3,2021-01-27,POINT (127.0627454 37.61324134),1
8287,성북구,서울특별시 성북구 장위동 장위로 34 ,방범,37.61325181,127.0405304,3,2021-01-27,POINT (127.0405304 37.61325181),1
8288,성북구,서울특별시 성북구 정릉동 보국문로16가길 67 삼성그린빌라,방범,37.61330777,127.0114479,3,2021-01-27,POINT (127.0114479 37.61330777),1
8289,성북구,서울특별시 성북구 장위동 장월로 81 ,방범,37.613368,127.048076,4,2021-01-27,POINT (127.048076 37.613368),1
8290,성북구,서울특별시 성북구 장위동 장위로 34 ,방범,37.61337089,127.0413941,5,2021-01-27,POINT (127.0413941 37.61337089),1
8291,성북구,서울특별시 성북구 장위동 한천로 611 크라운빌딩,방범,37.61339694,127.0595104,3,2021-01-27,POINT (127.0595104 37.61339694),1
8292,성북구,서울특별시 성북구 장위동 장위로 9 ,방범,37.61340799,127.038554,3,2021-01-27,POINT (127.038554 37.61340799),1
8293,성북구,서울특별시 성북구 장위동 장위로 52 ,방범,37.61350125,127.0422125,3,2021-01-27,POINT (127.0422125 37.61350125),1
8294,성북구,서울특별시 성북구 장위동 장위로 19 수홍빌딩,방범,37.61352212,127.0394546,3,2021-01-27,POINT (127.0394546 37.61352212),1
8295,성북구,서울특별시 성북구 장위동 장위로 75 ,방범,37.613526,127.045957,2,2021-01-27,POINT (127.045957 37.613526),1
8296,성북구,서울특별시 성북구 장위동 화랑로 305 ,방범,37.613535,127.062264,3,2021-01-27,POINT (127.062264 37.613535),1
8297,성북구,서울특별시 성북구 정릉동 보국문로16길 67 현대빌라,방범,37.61356697,127.0096782,3,2021-01-27,POINT (127.0096782 37.61356697),1
8298,성북구,서울특별시 성북구 석관동 화랑로40길 19 ,방범,37.613593,127.063888,3,2021-01-27,POINT (127.063888 37.613593),1
8299,성북구,서울특별시 성북구 장위동 장위로 65 동신장여관,방범,37.61363218,127.0447464,4,2021-01-27,POINT (127.0447464 37.61363218),1
8300,성북구,서울특별시 성북구 석관동 한천로58길 464 ,방범,37.61364418,127.0650937,3,2021-01-27,POINT (127.0650937 37.61364418),1
8301,성북구,서울특별시 성북구 장위동 화랑로37길 42 삼익아파트,방범,37.6137002,127.0576517,3,2021-01-27,POINT (127.0576517 37.6137002),1
8302,성북구,서울특별시 성북구 장위동 장월로 82 ,방범,37.613743,127.049631,4,2021-01-27,POINT (127.049631 37.613743),1
8303,성북구,서울특별시 성북구 정릉동 솔샘로 76 ,방범,37.61377477,127.00882,3,2021-01-27,POINT (127.00882 37.61377477),1
8304,성북구,서울특별시 성북구 정릉동 솔샘로 65 ,방범,37.61384003,127.0061189,3,2021-01-27,POINT (127.0061189 37.61384003),1
8305,성북구,서울특별시 성북구 정릉동 보국문로29길 134 ,방범,37.61387599,126.9978279,3,2021-01-27,POINT (126.9978279 37.61387599),1
8306,성북구,서울특별시 성북구 장위동 장위로 19 수홍빌딩,방범,37.61394,127.039683,4,2021-01-27,POINT (127.039683 37.61394),1
8307,성북구,서울특별시 성북구 장위동 장위로 34 ,방범,37.61395963,127.041519,4,2021-01-27,POINT (127.041519 37.61395963),1
8308,성북구,서울특별시 성북구 장위동 장위로 9 ,방범,37.613967,127.038511,3,2021-01-27,POINT (127.038511 37.613967),1
8309,성북구,서울특별시 성북구 장위동 장위로 9 ,방범,37.61396938,127.0388598,3,2021-01-27,POINT (127.0388598 37.61396938),1
8310,성북구,서울특별시 성북구 정릉동 솔샘로15가길 31 ,방범,37.61397624,127.0024357,2,2021-01-27,POINT (127.0024357 37.61397624),1
8311,성북구,서울특별시 성북구 장위동 한천로 618 대륙훼밀리타운,방범,37.61401591,127.0606217,3,2021-01-27,POINT (127.0606217 37.61401591),1
8312,성북구,서울특별시 성북구 장위동 돌곶이로 149 ,방범,37.61411473,127.0515145,3,2021-01-27,POINT (127.0515145 37.61411473),1
8313,성북구,서울특별시 성북구 장위동 장위로 77 ,방범,37.614133,127.045976,5,2021-01-27,POINT (127.045976 37.614133),1
8314,성북구,서울특별시 성북구 장위동 장위로 65 두준빌라,방범,37.614143,127.044786,3,2021-01-27,POINT (127.044786 37.614143),1
8315,성북구,서울특별시 성북구 장위동 장위로 47 ,방범,37.61414549,127.0421194,3,2021-01-27,POINT (127.0421194 37.61414549),1
8316,성북구,서울특별시 성북구 장위동 장위로 23 ,방범,37.61415489,127.0391318,3,2021-01-27,POINT (127.0391318 37.61415489),1
8317,성북구,서울특별시 성북구 장위동 장위로 63 동해골든빌라,방범,37.614167,127.043655,4,2021-01-27,POINT (127.043655 37.614167),1
8318,성북구,서울특별시 성북구 장위동 장위로 65 두준빌라,방범,37.61422,127.044189,3,2021-01-27,POINT (127.044189 37.61422),1
8319,성북구,서울특별시 성북구 장위동 한천로 618 대륙훼밀리타운,방범,37.61422326,127.0609935,3,2021-01-27,POINT (127.0609935 37.61422326),1
8320,성북구,서울특별시 성북구 장위동 장월로 89 ,방범,37.614265,127.047004,4,2021-01-27,POINT (127.047004 37.614265),1
8321,성북구,서울특별시 성북구 장위동 화랑로 305 ,방범,37.61436182,127.0622718,3,2021-01-27,POINT (127.0622718 37.61436182),1
8322,성북구,서울특별시 성북구 장위동 장위로 47 ,방범,37.61438951,127.0426691,4,2021-01-27,POINT (127.0426691 37.61438951),1
8323,성북구,서울특별시 성북구 정릉동 보국문로29길 91 ,방범,37.61441204,126.999697,3,2021-01-27,POINT (126.999697 37.61441204),1
8324,성북구,서울특별시 성북구 장위동 장월로14길 6 대호빌라,방범,37.61444212,127.0496968,3,2021-01-27,POINT (127.0496968 37.61444212),1
8325,성북구,서울특별시 성북구 장위동 장위로 65 두준빌라,방범,37.61451868,127.0440819,3,2021-01-27,POINT (127.0440819 37.61451868),1
8326,성북구,서울특별시 성북구 장위동 장월로 89 ,방범,37.61453761,127.0475477,3,2021-01-27,POINT (127.0475477 37.61453761),1
8327,성북구,서울특별시 성북구 정릉동 보국문로29길 91 ,방범,37.61459449,126.9992468,3,2021-01-27,POINT (126.9992468 37.61459449),1
8328,성북구,서울특별시 성북구 장위동 장위로 83 ,방범,37.61467084,127.0468796,3,2021-01-27,POINT (127.0468796 37.61467084),1
8329,성북구,서울특별시 성북구 장위동 장위로 77 ,방범,37.614673,127.045093,4,2021-01-27,POINT (127.045093 37.614673),1
8330,성북구,서울특별시 성북구 장위동 장위로 83 ,방범,37.6146873,127.0460219,3,2021-01-27,POINT (127.0460219 37.6146873),1
8331,성북구,서울특별시 성북구 장위동 한천로 618 ,방범,37.61469263,127.059856,3,2021-01-27,POINT (127.059856 37.61469263),1
8332,성북구,서울특별시 성북구 장위동 장위로 33 시온아트빌,방범,37.61470593,127.0411687,3,2021-01-27,POINT (127.0411687 37.61470593),1
8333,성북구,서울특별시 성북구 정릉동 솔샘로24길 27 ,방범,37.614728,127.009234,3,2021-01-27,POINT (127.009234 37.614728),1
8334,성북구,서울특별시 성북구 장위동 장위로 31 신장위아파트,방범,37.614794,127.040928,4,2021-01-27,POINT (127.040928 37.614794),1
8335,성북구,서울특별시 성북구 장위동 장위로 33 시온아트빌,방범,37.614818,127.041632,3,2021-01-27,POINT (127.041632 37.614818),1
8336,성북구,서울특별시 성북구 장위동 장위로 23 ,방범,37.61483346,127.0393123,3,2021-01-27,POINT (127.0393123 37.61483346),1
8337,성북구,서울특별시 성북구 장위동 돌곶이로 149 ,방범,37.61485368,127.0511865,3,2021-01-27,POINT (127.0511865 37.61485368),1
8338,성북구,서울특별시 성북구 장위동 한천로 618 대륙훼밀리타운,방범,37.614859,127.060564,4,2021-01-27,POINT (127.060564 37.614859),1
8339,성북구,서울특별시 성북구 장위동 장위로 47 ,방범,37.6149068,127.0421821,3,2021-01-27,POINT (127.0421821 37.6149068),1
8340,성북구,서울특별시 성북구 장위동 돌곶이로 131 ,방범,37.61493386,127.053248,3,2021-01-27,POINT (127.053248 37.61493386),1
8341,성북구,서울특별시 성북구 장위동 장월로14길 29 로체5차,방범,37.61493875,127.0505716,4,2021-01-27,POINT (127.0505716 37.61493875),1
8342,성북구,서울특별시 성북구 장위동 장월로 105 ,방범,37.615066,127.047555,4,2021-01-27,POINT (127.047555 37.615066),1
8343,성북구,서울특별시 성북구 장위동 돌곶이로 149 ,방범,37.615213,127.051112,2,2021-01-27,POINT (127.051112 37.615213),1
8344,성북구,서울특별시 성북구 장위동 장월로 118 ,방범,37.6152372,127.0497993,3,2021-01-27,POINT (127.0497993 37.6152372),1
8345,성북구,서울특별시 성북구 장위동 장위로15길 34 장위 에스하임 2,방범,37.615248,127.043697,4,2021-01-27,POINT (127.043697 37.615248),1
8346,성북구,서울특별시 성북구 장위동 한천로 632 ,방범,37.61527848,127.0588907,3,2021-01-27,POINT (127.0588907 37.61527848),1
8347,성북구,서울특별시 성북구 정릉동 보국문로29가길 16 ,방범,37.61532651,127.002758,3,2021-01-27,POINT (127.002758 37.61532651),1
8348,성북구,서울특별시 성북구 장위동 장월로 105 ,방범,37.615335,127.047043,4,2021-01-27,POINT (127.047043 37.615335),1
8349,성북구,서울특별시 성북구 장위동 돌곶이로37길 39 ,방범,37.6154211,127.0463441,3,2021-01-27,POINT (127.0463441 37.6154211),1
8350,성북구,서울특별시 성북구 장위동 장위로21나길 24 ,방범,37.615453,127.045917,4,2021-01-27,POINT (127.045917 37.615453),1
8351,성북구,서울특별시 성북구 장위동 한천로86가길 2 ,방범,37.615455,127.060398,3,2021-01-27,POINT (127.060398 37.615455),1
8352,성북구,서울특별시 성북구 장위동 장위로 165 삼원빌딩,방범,37.6154583,127.0540893,3,2021-01-27,POINT (127.0540893 37.6154583),1
8353,성북구,서울특별시 성북구 장위동 장위로15길 34 드림캐슬,방범,37.61546681,127.0445242,3,2021-01-27,POINT (127.0445242 37.61546681),1
8354,성북구,서울특별시 성북구 장위동 장위로15길 34 드림캐슬,방범,37.6155072,127.0449093,5,2021-01-27,POINT (127.0449093 37.6155072),1
8355,성북구,서울특별시 성북구 장위동 장위로21나길 24 ,방범,37.61550856,127.0453445,3,2021-01-27,POINT (127.0453445 37.61550856),1
8356,성북구,서울특별시 성북구 장위동 돌곶이로 159 ,방범,37.6155451,127.0503023,2,2021-01-27,POINT (127.0503023 37.6155451),1
8357,성북구,서울특별시 성북구 장위동 장위로15길 34 장위 에스하임 2,방범,37.615555,127.043699,4,2021-01-27,POINT (127.043699 37.615555),1
8358,성북구,서울특별시 성북구 장위동 장위로13길 39 남일빌라,방범,37.61559829,127.042242,3,2021-01-27,POINT (127.042242 37.61559829),1
8359,성북구,서울특별시 성북구 장위동 돌곶이로 140 ,방범,37.61559862,127.0526255,3,2021-01-27,POINT (127.0526255 37.61559862),1
8360,성북구,서울특별시 성북구 장위동 장월로 105 ,방범,37.615615,127.047678,3,2021-01-27,POINT (127.047678 37.615615),1
8361,성북구,서울특별시 성북구 정릉동 보국문로29길 43 ,방범,37.615654,127.00154,2,2021-01-27,POINT (127.00154 37.615654),1
8362,성북구,서울특별시 성북구 장위동 돌곶이로37길 39 ,방범,37.615715,127.046889,3,2021-01-27,POINT (127.046889 37.615715),1
8363,성북구,서울특별시 성북구 장위동 한천로 632 ,방범,37.61571956,127.058858,2,2021-01-27,POINT (127.058858 37.61571956),1
8364,성북구,서울특별시 성북구 장위동 돌곶이로 140 ,방범,37.61572033,127.0521469,4,2021-01-27,POINT (127.0521469 37.61572033),1
8365,성북구,서울특별시 성북구 장위동 장월로 118 ,방범,37.61572595,127.0498733,4,2021-01-27,POINT (127.0498733 37.61572595),1
8366,성북구,서울특별시 성북구 장위동 한천로86가길 2 ,방범,37.61575845,127.0603615,1,2021-01-27,POINT (127.0603615 37.61575845),1
8367,성북구,서울특별시 성북구 장위동 장월로 105 ,방범,37.6158,127.047732,2,2021-01-27,POINT (127.047732 37.6158),1
8368,성북구,서울특별시 성북구 장위동 장위로 33 동해빌라트,방범,37.6158032,127.0411791,3,2021-01-27,POINT (127.0411791 37.6158032),1
